timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
64.451,-0.058373,0.125421,0.170709,0.046971,idle,1,0.01999999999999602,0.09499976376389775
64.471,0.02818,0.135097,0.14304,0.064596,idle,1,0.020000000000010232,0.09488056808371513
64.491,0.178442,0.086856,0.200934,0.069048,idle,1,0.01999999999999602,0.09458933862045003
64.511,0.290357,0.133724,0.229504,0.081983,idle,1,0.01999999999999602,0.09410318348370364
64.531,0.353907,0.228955,0.182244,0.111378,idle,1,0.020000000000010232,0.0934985837387359
64.55,0.381504,0.245499,0.142889,0.138202,idle,1,0.018999999999991246,0.09284882080030739
64.57,0.360877,0.118911,0.21054,0.134344,idle,1,0.01999999999999602,0.09193686171318395
64.59,0.314106,0.003008,0.290319,0.108077,idle,1,0.020000000000010232,0.09065460682162964
64.61,0.353814,0.01245,0.219502,0.088951,idle,1,0.01999999999999602,0.08914053886114028
64.63,0.356857,0.085012,0.123779,0.088163,idle,1,0.01999999999999602,0.08747504077664828
64.65,0.360863,0.053545,0.226835,0.08124,idle,1,0.020000000000010232,0.08564194525405233
64.67,0.342572,-0.044003,0.346914,0.056191,idle,1,0.01999999999999602,0.08370533499699773
64.69,0.323563,-0.027582,0.300319,0.039437,idle,1,0.01999999999999602,0.08172444627059872
64.709,0.305761,0.052055,0.125146,0.04196,idle,1,0.019000000000005457,0.07959386523731636
64.729,0.29829,0.029286,0.107632,0.039425,idle,1,0.01999999999999602,0.0773112212654487
64.749,0.192645,-0.122899,0.182137,0.00696,idle,1,0.01999999999999602,0.07514723956952518
64.769,0.113481,-0.129891,0.219743,-0.02041,idle,1,0.020000000000010232,0.07344313724886396
64.789,0.140908,-0.045124,0.12917,-0.025353,idle,1,0.01999999999999602,0.07217646314673598
64.809,0.191894,-0.045326,0.04367,-0.029347,idle,1,0.01999999999999602,0.07130760569070403
64.829,0.202224,-0.16629,0.114053,-0.056736,idle,1,0.01999999999999602,0.07101375244789508
64.849,0.253714,-0.382477,0.162087,-0.121884,idle,1,0.020000000000010232,0.07237914186044596
64.868,0.256837,-0.24759,0.165677,-0.147025,idle,1,0.018999999999991246,0.07473463330680456
64.888,0.197252,-0.019885,0.061091,-0.121597,idle,1,0.020000000000010232,0.0766547957974391
64.91,0.151307,0.066862,-0.039507,-0.083905,idle,1,0.02199999999999136,0.07794676747496251
64.928,0.118104,0.082321,-0.160734,-0.05066,idle,1,0.018000000000000682,0.07882614291866598
64.948,0.12558,0.019495,-0.061726,-0.036629,idle,1,0.01999999999999602,0.07958537518100246
64.968,0.073218,-0.087876,0.100466,-0.046878,idle,1,0.020000000000010232,0.08047871158186294
