timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff
26.496,-0.002388,0.034665,-0.039848,-0.00751,idle,0,0.01899999999999835
26.517,0.017516,-0.050269,-0.056903,-0.016062,idle,0,0.021000000000000796
26.536,-0.020823,-0.048079,-0.004137,-0.022465,idle,0,0.019000000000001904
26.556,0.022185,0.064329,0.061539,-0.005107,idle,0,0.019999999999999574
26.576,-0.013583,0.059511,-0.013538,0.007817,idle,0,0.019999999999999574
26.595,0.020975,-0.023502,-0.103782,0.001553,idle,0,0.01899999999999835
26.615,0.00019,-0.06394,-0.051822,-0.011546,idle,0,0.019999999999999574
26.635,0.000789,0.027152,0.074818,-0.003806,idle,0,0.020000000000003126
26.655,-0.027685,0.081849,0.040175,0.013325,idle,0,0.019999999999999574
26.675,0.015873,0.031717,-0.037747,0.017003,idle,0,0.019999999999999574
26.695,-0.002621,-0.054547,-0.0343,0.002693,idle,0,0.019999999999999574
26.715,0.015788,-0.012999,0.041364,-0.000445,idle,0,0.019999999999999574
26.734,-0.007146,0.049061,0.005429,0.009456,idle,0,0.019000000000001904
26.754,-0.002604,0.066805,-0.020012,0.020926,idle,0,0.019999999999999574
26.775,0.000434,-0.003383,0.022008,0.016064,idle,0,0.020999999999997243
26.794,0.016871,-0.049351,0.012342,0.002981,idle,0,0.019000000000001904
26.814,0.003862,-0.00912,0.004059,0.000561,idle,0,0.019999999999999574
26.834,-0.017025,0.045703,0.004977,0.009589,idle,0,0.019999999999999574
26.855,0.00508,0.025454,-0.004739,0.012762,idle,0,0.021000000000000796
26.874,-0.006039,-0.023922,0.012576,0.005425,idle,0,0.01899999999999835
26.894,0.001546,-0.018487,0.001771,0.000643,idle,0,0.019999999999999574
26.913,-0.022126,-0.011605,-0.001148,-0.001807,idle,0,0.019000000000001904
26.934,-0.006523,0.03788,0.008338,0.006131,idle,0,0.021000000000000796
26.953,-0.010788,0.042616,0.010292,0.013428,idle,0,0.01899999999999835
26.973,0.007457,-0.018209,-0.003663,0.007101,idle,0,0.019999999999999574
26.993,-0.012796,-0.048063,0.007,-0.003932,idle,0,0.019999999999999574
27.013,-0.010397,-0.000216,0.003177,-0.003189,idle,0,0.020000000000003126
27.033,0.005362,0.026755,-0.02704,0.0028,idle,0,0.019999999999999574
27.053,0.014518,0.026768,0.01141,0.007593,idle,0,0.019999999999999574
27.072,0.015191,-0.002907,0.028657,0.005493,idle,0,0.01899999999999835
27.092,0.022382,-0.019279,-0.011024,0.000539,idle,0,0.019999999999999574
27.112,0.020642,0.000976,-0.005879,0.000626,idle,0,0.019999999999999574
27.132,0.009017,0.035681,0.038782,0.007637,idle,0,0.020000000000003126
27.152,0.004515,0.003059,0.02282,0.006722,idle,0,0.019999999999999574
27.172,0.021533,-0.019349,-0.011302,0.001507,idle,0,0.019999999999999574
27.192,0.028471,-0.028357,-0.013216,-0.004465,idle,0,0.019999999999999574
27.212,-0.010068,0.031492,0.038678,0.002726,idle,0,0.019999999999999574
27.232,-0.011363,0.039672,0.013829,0.010115,idle,0,0.019999999999999574
27.251,0.01129,0.006397,-0.023024,0.009372,idle,0,0.019000000000001904
27.271,-0.002715,-0.002102,-0.012797,0.007077,idle,0,0.019999999999999574
27.291,-0.016426,-0.001845,0.005124,0.005292,idle,0,0.019999999999999574
27.311,-0.019888,0.004777,0.015326,0.005189,idle,0,0.019999999999999574
27.331,-0.017217,-0.002721,-9.7e-05,0.003607,idle,0,0.019999999999999574
27.351,0.000701,-0.018123,0.013229,-0.000739,idle,0,0.019999999999999574
27.371,-0.006624,-0.009977,0.016839,-0.002586,idle,0,0.019999999999999574
27.391,0.003172,-0.009589,-0.010577,-0.003987,idle,0,0.019999999999999574
27.41,0.010897,0.020717,0.013034,0.000954,idle,0,0.019000000000001904
27.43,0.019614,0.001633,0.010509,0.00109,idle,0,0.019999999999999574
27.45,0.017173,-0.018265,0.019988,-0.002781,idle,0,0.019999999999999574
27.47,0.007995,0.006873,-0.000972,-0.00085,idle,0,0.019999999999999574
