timestamp,accX,accY,accZ,filteredAccY,phase,repCount,t_diff,energy
131.001,-0.288513,0.076144,0.022328,0.085489,idle,4,0.020000000000010232,0.08470419313219225
131.021,-0.233016,0.022913,0.072049,0.072974,idle,4,0.01999999999998181,0.0833931722950766
131.04,-0.207293,0.047675,0.052744,0.067914,idle,4,0.019000000000005457,0.08192470393566666
131.06,-0.164607,0.114287,0.04625,0.077189,idle,4,0.020000000000010232,0.08051577447338162
131.08,-0.105897,0.181839,0.039215,0.098119,idle,4,0.020000000000010232,0.07950753524162632
131.1,-0.063763,0.173973,0.069561,0.11329,idle,4,0.01999999999998181,0.07878520096208122
131.12,-0.027664,0.194728,0.103056,0.129577,idle,4,0.020000000000010232,0.07830181576243885
131.14,0.010854,0.245456,0.112445,0.152753,idle,4,0.01999999999998181,0.07817655452525436
131.16,0.036401,0.306385,0.03427,0.183479,idle,4,0.020000000000010232,0.07870038175435543
131.18,0.003323,0.272697,0.05031,0.201323,idle,4,0.020000000000010232,0.07950348154108729
131.2,-0.010557,0.292624,0.127308,0.219583,idle,4,0.01999999999998181,0.08038354994871803
131.219,0.004705,0.289467,0.142773,0.23356,idle,4,0.019000000000005457,0.08137431279621679
131.239,0.009048,0.275267,0.104148,0.241901,idle,4,0.020000000000010232,0.08239598601495973
131.259,0.00443,0.269827,0.064866,0.247487,idle,4,0.01999999999998181,0.08355144049664137
131.279,0.019097,0.28798,0.047642,0.255585,idle,4,0.020000000000010232,0.08498083748105974
131.299,0.008388,0.281014,0.067981,0.260671,idle,4,0.020000000000010232,0.08647495947127148
131.319,0.039738,0.204099,0.075238,0.249357,idle,4,0.01999999999998181,0.0875766659446878
131.338,0.037232,0.115645,0.079715,0.222614,idle,4,0.019000000000005457,0.08826442807937382
131.358,0.061618,0.161683,0.011315,0.210428,idle,4,0.020000000000010232,0.08891107369734443
131.378,0.116739,0.150579,-0.008373,0.198458,idle,4,0.01999999999998181,0.0894068020862019
131.399,0.09471,0.070119,0.093289,0.17279,idle,4,0.021000000000015007,0.08959398962678754
131.418,0.075688,-0.020146,0.061645,0.134203,idle,4,0.019000000000005457,0.08951215541035779
131.438,0.027768,0.025435,0.115759,0.11245,idle,4,0.01999999999998181,0.0893609020186176
